,News Account,Tweet,Tweet Date,VADER Compound,VADER Negative,VADER Neutral,VADER Positive
272,BBC,?? Why are soap bubbles such gorgeous colours? https://t.co/ppaXTcvWRZ,Fri Mar 16 12:59:01 +0000 2018,0.6124,0.0,0.333,0.333
273,BBC,"RT @BBCNewsPR: Get ready to make the headlines. 

Try out our new BBC iReporter game, putting you in the heart of the newsroom #BBCSchoolRe…",Fri Mar 16 12:38:40 +0000 2018,0.3612,0.0,0.098,0.098
274,BBC,"? Fights, funerals, and giant furry heads... @BBCThree lifts the lid on the lives of English football's mascots
?… https://t.co/gEYxoetlah",Fri Mar 16 12:00:04 +0000 2018,-0.6486,0.238,0.0,0.0
275,BBC,"RT @BBCRadio2: It's with a heavy heart that today we announce, after 18 fantastic years, @realLynnBowles is leaving Radio 2. ?

@realkenbru…",Fri Mar 16 10:45:24 +0000 2018,0.5574,0.0,0.159,0.159
276,BBC,Are you getting enough sleep? This simple test will tell you... ??#WorldSleepDay https://t.co/SP28dsdLSf,Fri Mar 16 10:02:00 +0000 2018,0.0,0.0,0.0,0.0
277,BBC,"RT @bbcthree: the dancing in taylor swift's new video seems pretty familiar 

CC @ChrisLilley https://t.co/MfA9usnqSb",Fri Mar 16 09:35:56 +0000 2018,0.4939,0.0,0.186,0.186
278,BBC,"RT @BBCEngland: Oscar-winning British short film The Silent Child is to be shown on BBC One on Good Friday, giving UK viewers the first cha…",Fri Mar 16 09:35:50 +0000 2018,0.6486,0.0,0.187,0.187
279,BBC,RT @BBCScotlandNews: Meet Chloe - the five-year-old girl changing perceptions of Down's syndrome https://t.co/UNylRgDoY0 https://t.co/4ZjpI…,Fri Mar 16 09:35:47 +0000 2018,0.0,0.0,0.0,0.0
280,BBC,"RT @BBCWales: ? Daffodils dance in the spring sunshine above Tenby harbour

? #Photooftheday » https://t.co/kNBVDzoYrZ https://t.co/OEQQWR7…",Fri Mar 16 09:35:43 +0000 2018,0.4939,0.0,0.198,0.198
281,BBC,"? After having his leg amputated, @MarkSmithBB is now training to become the world's strongest disabled man. https://t.co/BXlGp09hya",Fri Mar 16 09:00:03 +0000 2018,0.4404,0.0,0.153,0.153
282,BBC,"???
Take a look at some of the strangest, scariest and most wonderful plants on the planet, and find out what makes… https://t.co/AMFIAuRcxW",Fri Mar 16 08:30:05 +0000 2018,0.6115,0.0,0.16,0.16
283,BBC,??? Brace yourselves... a Chinese space station could be about to crash into earth. https://t.co/cPFxyUhRsq,Fri Mar 16 08:00:08 +0000 2018,-0.4019,0.172,0.0,0.0
284,BBC,Why were Ansel Adams photographs of America so important? #Civilisations https://t.co/8krOMxDz9C,Thu Mar 15 21:58:00 +0000 2018,0.3327,0.0,0.191,0.191
285,BBC,"At a time in China when artists were persecuted, this painter secretly created beautiful landscapes. #Civilisations https://t.co/ApGgOkXX2w",Thu Mar 15 21:04:00 +0000 2018,0.5574,0.108,0.278,0.278
286,BBC,70% of children growing up in poverty in Scotland have a parent who is in work. https://t.co/NPY8FbCaf4,Thu Mar 15 19:30:04 +0000 2018,-0.3818,0.174,0.089,0.089
287,BBC,"No time in the mornings? 
?? Pop these in the fridge the night before to feed the family breakfast almost instantly… https://t.co/FtuewpoBva",Thu Mar 15 18:30:06 +0000 2018,-0.296,0.095,0.0,0.0
288,BBC,??? Meet the amazing 84-year-old who’s never had an art lesson but painted a life-size replica of a Canaletto maste… https://t.co/X39YxKuxKe,Thu Mar 15 17:30:05 +0000 2018,0.34,0.0,0.118,0.118
289,BBC,RT @BBCR1: .@CHVRCHES covering @The1975's 'Somebody Else' in the Live Lounge is so stunning ? https://t.co/djNHaPKlLi,Thu Mar 15 13:52:24 +0000 2018,0.5214,0.0,0.194,0.194
290,BBC,"Tiny cookery. It's like regular cookery, but smaller. https://t.co/9Q0R2CiUVi",Thu Mar 15 13:00:05 +0000 2018,0.1901,0.0,0.179,0.179
291,BBC,"?? Stars of the silver screen all at sea. 
?? https://t.co/YJ7PzhblOE https://t.co/PnHxJNmeok",Thu Mar 15 12:00:16 +0000 2018,0.0,0.0,0.0,0.0
292,BBC,"BBC Economics Editor @bbckamal travels back to his old school to talk about real news, and it’s opposite, fake news… https://t.co/CAKG8AbVn8",Thu Mar 15 10:45:00 +0000 2018,-0.4767,0.134,0.0,0.0
293,BBC,RT @BBCr4today: Can you spot fake news? #BBCSchoolReport and John Humphrys are here to help... Play the game ? https://t.co/ulq1aviwP9 #r4t…,Thu Mar 15 10:26:48 +0000 2018,-0.1779,0.132,0.102,0.102
294,BBC,"RT @BBCR1: The bike is back.
The lycra is BACK.

@GregJames' #Gregathlon for @SportRelief is back on the road to Ben Nevis! Today's challen…",Thu Mar 15 09:53:48 +0000 2018,0.0,0.0,0.0,0.0
295,BBC,RT @BBCSpringwatch: ?? This adorable little wood mouse hit the jackpot when it came across this larder of tasty hedgehog food! Watch how it…,Thu Mar 15 09:53:11 +0000 2018,0.5411,0.0,0.132,0.132
296,BBC,RT @BBCTwo: ? CONFIRMED: The final series of #Episodes starts Friday 30 March on @BBCTwo! @matt_leblanc @stephenmangan ?? https://t.co/PeBz…,Thu Mar 15 09:50:25 +0000 2018,0.0,0.0,0.0,0.0
297,BBC,Meet the Maasai woman standing up to female genital mutilation. https://t.co/CWUQB81bUz,Thu Mar 15 09:00:08 +0000 2018,0.0,0.0,0.0,0.0
298,BBC,"?? A farm dairy in south west Scotland believes it is leading the way for what it describes as 'ethical' cheese.
?… https://t.co/VyfVlaVR0u",Thu Mar 15 08:30:08 +0000 2018,0.0,0.0,0.0,0.0
299,BBC,? When step-free access on London's Tube... isn't. https://t.co/62SPPru2ZP,Thu Mar 15 08:00:04 +0000 2018,0.0,0.0,0.0,0.0
300,Fox News,.@POTUS on opioid crisis: “Failure is not an option. Addiction is not our future. We will liberate our country from… https://t.co/5xLismjo7g,Mon Mar 19 19:00:15 +0000 2018,-0.6249,0.17,0.0,0.0
301,Fox News,".@POTUS on law enforcement officers: “We thank you, we honor you, and we want you to know that we will always have… https://t.co/2xJ7iyTEGJ",Mon Mar 19 18:56:00 +0000 2018,0.7184,0.0,0.259,0.259
302,Fox News,".@FLOTUS: ""We must continue educating [mothers] about the real dangers of opioids on unborn babies.""… https://t.co/YJhdGgWnZj",Mon Mar 19 18:46:26 +0000 2018,-0.4939,0.176,0.0,0.0
303,Fox News,.@POTUS delivers remarks on efforts to combat the opioid crisis.  https://t.co/xgbqseWlE2 https://t.co/FEclJ9H74n,Mon Mar 19 18:32:11 +0000 2018,-0.7579,0.394,0.0,0.0
304,Fox News,"OPINION: Sen. Tom Cotton: Why I support Pompeo at State, Haspel at CIA https://t.co/q4P3O8DFD7",Mon Mar 19 18:17:22 +0000 2018,0.4019,0.0,0.184,0.184
305,Fox News,Jesse James jackpot: Outlaw photo bought on eBay for $10 could be worth $2 million https://t.co/9jxynxJ458,Mon Mar 19 17:57:21 +0000 2018,0.2263,0.0,0.112,0.112
306,Fox News,RT @FoxBusiness: #BreakingNews: Dow falls 400+ points in tech-led downdraft https://t.co/30utuhJG0P https://t.co/tWwx1qJnC9,Mon Mar 19 17:30:25 +0000 2018,0.0,0.0,0.0,0.0
307,Fox News,Amazing drone footage captured the beauty of China’s countryside in the spring. https://t.co/V40asWEVDy,Mon Mar 19 17:27:44 +0000 2018,0.8225,0.0,0.409,0.409
308,Fox News,Steve Pomerantz on Austin bombings #OutnumberedOT https://t.co/bqG3aTGDOr https://t.co/SgqjLcZG12,Mon Mar 19 17:16:44 +0000 2018,0.0,0.0,0.0,0.0
309,Fox News,"JUST IN: Self-driving Uber car kills Arizona pedestrian, police say https://t.co/uNQM5CYNxt",Mon Mar 19 17:10:34 +0000 2018,-0.5829,0.274,0.0,0.0
310,Fox News,Austin package bomb attacks timeline https://t.co/88C8w2SrrF,Mon Mar 19 17:07:38 +0000 2018,-0.7269,0.604,0.0,0.0
311,Fox News,Facebook apologizes for search suggestions of child pornography videos https://t.co/1GXT4KHsVF (via @christocarbone),Mon Mar 19 17:04:00 +0000 2018,0.3612,0.0,0.185,0.185
312,Fox News,How the @WhiteHouse is tackling the opioid epidemic https://t.co/cvascK7QJC,Mon Mar 19 17:00:41 +0000 2018,0.0,0.0,0.0,0.0
313,Fox News,"Steven Seagal accusers detail rape, sexual assault allegations against actor https://t.co/qmw3ZPrdrO",Mon Mar 19 16:53:43 +0000 2018,-0.8591,0.486,0.0,0.0
314,Fox News,"Austin bombings show 'similarities,' work of 'serial bomber,' police say (via @travfed)  https://t.co/dLVCoqa6Ef",Mon Mar 19 16:35:00 +0000 2018,0.0,0.0,0.0,0.0
315,Fox News,Trump Bible heads to museum https://t.co/pFc43cxrXf,Mon Mar 19 16:30:12 +0000 2018,0.0,0.0,0.0,0.0
316,Fox News,President Trump heading to New Hampshire to unveil opioid plan https://t.co/ulleIslPOI,Mon Mar 19 16:29:44 +0000 2018,0.0,0.0,0.0,0.0
317,Fox News,Air Force One departs Joint Base Andrews en route to New Hampshire.  https://t.co/FbFRHL1rz4,Mon Mar 19 16:24:03 +0000 2018,0.0,0.0,0.0,0.0
318,Fox News,DC council member apologizes after blaming snowfall on Jewish bankers controlling climate https://t.co/RL52RxDg1z,Mon Mar 19 16:01:03 +0000 2018,-0.1779,0.192,0.15,0.15
319,Fox News,English restaurant offering 200-ounce steak challenge: 'We wanted to bring a bit of fun to the restaurant' https://t.co/NPcvEBDsrq,Mon Mar 19 15:47:04 +0000 2018,0.5574,0.0,0.235,0.235
320,Fox News,.@Richardafowler: “We all understand the Clintons were… the Democratic party of yesteryear and we are trying to mov… https://t.co/QJ46tLiGEk,Mon Mar 19 15:39:18 +0000 2018,0.4019,0.0,0.13,0.13
321,Fox News,"Cops: 4 Austin bombings show 'similarities,' work of 'serial bomber' https://t.co/dLVCoqrI2P",Mon Mar 19 15:29:59 +0000 2018,0.0,0.0,0.0,0.0
322,Fox News,Chief Brian Manley: “We are clearly dealing with what we expect to be a serial bomber at this point.”… https://t.co/IXPKAAsmue,Mon Mar 19 15:18:38 +0000 2018,0.4019,0.0,0.13,0.13
323,Fox News,Double amputee could become the first to climb Mt. Everest with no legs https://t.co/dTkfxtrhqi,Mon Mar 19 15:10:34 +0000 2018,-0.296,0.145,0.0,0.0
324,Fox News,".@Austin_Police and other officials provide an update on the most recent explosion in Austin, Texas.… https://t.co/wmDg4tvJVP",Mon Mar 19 15:04:24 +0000 2018,0.0,0.0,0.0,0.0
325,Fox News,.@RepLeeZeldin on curbing Russia: “President Trump actually did more in the last week than President Obama did in 8… https://t.co/FOBaiCXLN8,Mon Mar 19 14:56:08 +0000 2018,0.0,0.0,0.0,0.0
326,Fox News,.@RepLeeZeldin: “All signals is that the president will not be staying in the Iran nuclear deal.” https://t.co/VwWuwnuke7,Mon Mar 19 14:55:29 +0000 2018,0.0,0.0,0.0,0.0
327,Fox News,Maryland I-270 pileup involving 20 vehicles leaves multiple injured (via @travfed)  https://t.co/GLKZxpuGEP,Mon Mar 19 14:50:00 +0000 2018,-0.5859,0.324,0.0,0.0
328,Fox News,"Saudi Crown Prince Mohammed bin Salman says women are 'absolutely' equal to men, continues modernization push… https://t.co/vIpDkAANrQ",Mon Mar 19 14:39:15 +0000 2018,0.0,0.0,0.0,0.0
329,Fox News,"Massachusetts governor applauded, mocked for taking tequila shot on St. Patrick’s Day https://t.co/7Z3IAn4QRt",Mon Mar 19 14:35:43 +0000 2018,0.0516,0.146,0.158,0.158
330,Fox News,"Earlier, @SecondLady Karen Pence and Charlotte Pence joined @foxandfriends https://t.co/zNjNuFxy8K",Mon Mar 19 14:25:41 +0000 2018,0.0,0.0,0.0,0.0
331,Fox News,US military eyes futuristic 'bionic arm' for troops https://t.co/BOUeVun9p3,Mon Mar 19 14:24:50 +0000 2018,0.0,0.0,0.0,0.0
332,Fox News,'Angel Dad' on Appointment of Illegal Immigrant to Gov't Post: 'The Laws are Irrelevant' in CA https://t.co/5UwkV4LImY,Mon Mar 19 14:23:24 +0000 2018,-0.5574,0.184,0.0,0.0
333,Fox News,.@RepPeteKing: “I urge the president not to fire Bob Mueller. Let him complete the investigation.” https://t.co/Yy6GZiFXBV,Mon Mar 19 14:12:23 +0000 2018,0.2584,0.0,0.12,0.12
334,Fox News,"New Jersey judge, during DUI arrest, tells officers he is a 'f----ing judge' and will 'fight' them https://t.co/1c4TZG18Pz",Mon Mar 19 14:10:22 +0000 2018,-0.34,0.13,0.0,0.0
335,Fox News,The @USNavy @BlueAngels fly in formation during their #LukeDays2018 performance at Luke Air Force Base on March 18. https://t.co/C6bLXOoX2P,Mon Mar 19 13:33:14 +0000 2018,0.0,0.0,0.0,0.0
336,Fox News,English restaurant offering 200-ounce steak challenge: 'We wanted to bring a bit of fun to the restaurant' https://t.co/NPcvEBDsrq,Mon Mar 19 13:30:46 +0000 2018,0.5574,0.0,0.235,0.235
337,Fox News,Maryland I-270 pileup involving 20 vehicles leaves multiple injured https://t.co/GLKZxpuGEP,Mon Mar 19 13:16:16 +0000 2018,-0.5859,0.375,0.0,0.0
338,Fox News,"Pennsylvania college student reported missing in Bermuda, coach hopes for 'safe return' (via @travfed)  https://t.co/bJE6fxb2XW",Mon Mar 19 12:55:00 +0000 2018,0.5423,0.111,0.286,0.286
339,Fox News,'Outlander' actor says United crew was joking about stowing dogs in overhead bins https://t.co/R0ryfFzJgJ,Mon Mar 19 12:54:28 +0000 2018,0.5719,0.0,0.281,0.281
340,Fox News,".@seanhannity: “The president is 1000% right, there never was any Trump-Russia collusion.” https://t.co/1y4yp1tTYX",Mon Mar 19 12:45:22 +0000 2018,0.0,0.0,0.0,0.0
341,Fox News,".@seanhannity: “The only person that colluded in that campaign with the Russians, was Hillary Clinton.” https://t.co/BJs5dX5V8o",Mon Mar 19 12:43:32 +0000 2018,0.0,0.0,0.0,0.0
342,Fox News,Candace Owens: “That is exactly what modern feminism seems to be today is that they celebrate women but only if wom… https://t.co/mDSjlwQ0Mj,Mon Mar 19 12:34:43 +0000 2018,0.3291,0.0,0.101,0.101
343,Fox News,".@AmbJohnBolton on @foxandfriends: “I think the sooner that the Senate acts on the Pompeo nomination, the better fo… https://t.co/CrXizRzNuv",Mon Mar 19 12:29:00 +0000 2018,0.4404,0.0,0.139,0.139
344,Fox News,.@VP Mike Pence honors fallen soldiers @foxandfriends https://t.co/sIZgeU3WdR,Mon Mar 19 12:15:11 +0000 2018,0.2023,0.212,0.28,0.28
345,Fox News,OPINION: Michael Goodwin: A second special counsel should be investigating the FBI leaks https://t.co/TUIVfJ85mE,Mon Mar 19 12:10:16 +0000 2018,0.4019,0.0,0.184,0.184
346,Fox News,.@JaniceDean: “Just one word of encouragement can mean so much to people who have a chronic illness.”… https://t.co/6hDLvgs4tx,Mon Mar 19 12:04:52 +0000 2018,0.4215,0.0,0.149,0.149
347,Fox News,"Jim Carrey slammed for 'disgraceful,' garish portrait of Sarah Sanders https://t.co/mCrK1ZyqEQ",Mon Mar 19 11:49:30 +0000 2018,0.0,0.0,0.0,0.0
348,Fox News,.@POTUS initiative to end opioid abuse @foxandfriends https://t.co/4yuGmZLxcq https://t.co/nIYZFRgfiI,Mon Mar 19 11:30:10 +0000 2018,-0.6369,0.344,0.0,0.0
349,Fox News,".@SecAzar: ""If you’re involved in the distribution of illicit drugs or if you’re improperly using, selling, distrib… https://t.co/PNmNL86g9f",Mon Mar 19 11:27:20 +0000 2018,0.0,0.0,0.0,0.0
350,Fox News,.@SecAzar on opioid crisis: “The president today is laying out very bold actions and historic goals to stop this cr… https://t.co/hVh83QqJm7,Mon Mar 19 11:23:30 +0000 2018,-0.5279,0.232,0.106,0.106
351,Fox News,Disneyland replaces Marine vet's voice with a recording at Flag Retreat Ceremony https://t.co/wAvOPx41Fi,Mon Mar 19 11:09:41 +0000 2018,0.2023,0.0,0.141,0.141
352,Fox News,.@JaniceDean gives an update on the weather on @foxandfriends https://t.co/jSdDgWNARW,Mon Mar 19 10:59:25 +0000 2018,0.0,0.0,0.0,0.0
353,Fox News,School replaces detention with yoga @foxandfriends https://t.co/qvTaaiWIhU,Mon Mar 19 10:55:23 +0000 2018,-0.3612,0.294,0.0,0.0
354,Fox News,.@dbongino on @foxandfriends: “I would be very careful if I were a Democrat jumping to the defense of Andy McCabe.”… https://t.co/1xYmhcOVAo,Mon Mar 19 10:46:33 +0000 2018,0.3384,0.0,0.166,0.166
355,Fox News,Top UK official slams Russia's denials of poisoning ex-spy as 'absurd' https://t.co/a42TEXQTUJ,Mon Mar 19 10:40:46 +0000 2018,-0.4588,0.244,0.115,0.115
356,Fox News,"Don Rosenberg: “California, when it comes to anything to do with illegal aliens, the law is irrelevant.”… https://t.co/kJntxv6rNb",Mon Mar 19 10:37:43 +0000 2018,-0.5574,0.175,0.0,0.0
357,Fox News,.@JaniceDean: This is #MS -- My journey with multiple sclerosis (via @FoxNewsOpinion) https://t.co/SzmSd9HOER,Mon Mar 19 10:26:45 +0000 2018,0.0,0.0,0.0,0.0
358,Fox News,Pompeo to meet with Tillerson https://t.co/pTYp0Qr0Vj @foxandfriends https://t.co/xFdl7ZYXJS,Mon Mar 19 10:19:30 +0000 2018,0.0,0.0,0.0,0.0
359,Fox News,.@POTUS to announce opioid plan in New Hampshire https://t.co/4yuGmZLxcq @foxandfriends https://t.co/qlEwVcKV85,Mon Mar 19 10:17:44 +0000 2018,0.0,0.0,0.0,0.0
360,Fox News,Zinke defends 'konnichiwa' comment to Japanese-American lawmaker https://t.co/Delbnbug78,Mon Mar 19 10:06:20 +0000 2018,0.0,0.0,0.0,0.0
361,Fox News,Wendy Osefo: “To fire McCabe within 26 hours of his retirement is not only mean-spirited but is deeply rooted in ve… https://t.co/tfp5kqMh4b,Mon Mar 19 09:37:52 +0000 2018,-0.1779,0.075,0.0,0.0
362,Fox News,.@VP Pence stands with his hand on his heart as an Air Force carry team moves a transfer case containing the remain… https://t.co/9HUO3zam1T,Mon Mar 19 09:30:43 +0000 2018,0.4939,0.0,0.132,0.132
363,Fox News,".@MarshaBlackburn on the opioid epidemic: “One death is heartbreaking but when you have one death every 15 minutes,… https://t.co/E3KHa6cynP",Mon Mar 19 09:20:04 +0000 2018,-0.8689,0.38,0.0,0.0
364,Fox News,".@Uncle_Jimbo: “President Trump will consign the Iran deal to the ash heap of history, where it belongs.” https://t.co/3xPuz2W13Z",Mon Mar 19 09:12:38 +0000 2018,0.0,0.0,0.0,0.0
365,Fox News,"Peter Thiel: ""Our greatest political problem is the problem of political correctness."" #SundayFutures… https://t.co/f3L5o5swgM",Mon Mar 19 09:00:02 +0000 2018,-0.0516,0.262,0.204,0.204
366,Fox News,".@Scaramucci: ""If [@realDonaldTrump] didn't fight back at it, he wouldn't have won the presidency."" https://t.co/JQvXoOtrd2",Mon Mar 19 08:59:00 +0000 2018,-0.2057,0.165,0.12,0.12
367,Fox News,Several Kansas billboards call for prosecution of officer who fatally shot unarmed man in 'swatting' incident https://t.co/kqXIKArhxJ,Mon Mar 19 08:45:00 +0000 2018,-0.8126,0.33,0.0,0.0
368,Fox News,Florida bridge collapse victim's uncle blasts decision to let cars pass below unfinished span https://t.co/uZzKprmF1e,Mon Mar 19 08:39:30 +0000 2018,-0.4939,0.186,0.0,0.0
369,Fox News,".@AlanDersh: “Even if the president wanted McCabe fired, I don’t see that he could have any influence on that decis… https://t.co/Gjv4kARSyc",Mon Mar 19 08:29:00 +0000 2018,-0.5574,0.159,0.0,0.0
370,Fox News,".@TomFitton: ""It was always an ethical disaster at the @FBI, certainly under the latter days of the #Obama administ… https://t.co/ORqPNd2pyE",Mon Mar 19 08:26:47 +0000 2018,0.1531,0.153,0.213,0.213
371,Fox News,#Trump attorney denies president is considering firing Mueller https://t.co/KdW0NJRZCI https://t.co/hhI1mSN4yH,Mon Mar 19 08:15:12 +0000 2018,-0.6369,0.394,0.0,0.0
372,Fox News,Austin on edge after fourth explosion leaves 2 injured; cause of blast unclear https://t.co/4vVnKUIR3S https://t.co/FBLwxlS04X,Mon Mar 19 08:11:36 +0000 2018,-0.5719,0.281,0.0,0.0
373,Fox News,Missing Colorado toddler dies hours after being found https://t.co/b15hr3Hmvp,Mon Mar 19 07:59:20 +0000 2018,-0.296,0.216,0.0,0.0
374,Fox News,"CALLING FOR BAA-CK UP: Police officers in Roswell, Georgia were called to wrangle some barnyard animals after one h… https://t.co/aAQIA9aRNM",Mon Mar 19 07:58:00 +0000 2018,0.0,0.0,0.0,0.0
375,Fox News,"Chris Swecker: ""This was the @FBI cleaning its own house. It was the FBI taking some tough medicine to get the body… https://t.co/UuBTlnu2xq",Mon Mar 19 07:51:00 +0000 2018,-0.128,0.064,0.0,0.0
376,Fox News,"Larry P. Arnn on the creation of the Declaration of Independence: ""For the first time in human history, in this par… https://t.co/LdEv9VRLYL",Mon Mar 19 07:48:00 +0000 2018,0.2732,0.0,0.091,0.091
377,Fox News,"Trump: Never saw McCabe take notes, 'Can we call them fake memos?' https://t.co/d5vKaI7Mff",Mon Mar 19 07:43:00 +0000 2018,-0.4767,0.205,0.0,0.0
378,Fox News,".@SteveHiltonx on foreign government lobbying: ""If you're being paid by foreign governments, you are betraying Amer… https://t.co/HiIIoMhgOh",Mon Mar 19 07:38:00 +0000 2018,-0.5859,0.242,0.0,0.0
379,Fox News,A germophobe gorilla? Philadelphia Zoo primate walks upright so he won't get his hands dirty https://t.co/PusRt1RPzi,Mon Mar 19 07:33:00 +0000 2018,-0.4404,0.172,0.0,0.0
380,Fox News,".@JudgeJeanine: ""If someone brought me a dossier upon which I signed a warrant that they swore to, and I find out t… https://t.co/jweRm2RPTl",Mon Mar 19 07:28:00 +0000 2018,0.0,0.0,0.0,0.0
381,Fox News,Single $456.7M Powerball ticket sold in Pennsylvania: report https://t.co/6xfGUrAKLn,Mon Mar 19 07:23:00 +0000 2018,0.0,0.0,0.0,0.0
382,Fox News,MAY I HAVE YOUR ATTENTION PLEASE?: Sulaiman the gorilla tried to grab the attention of the Milwaukee Zoo's youngest… https://t.co/Kc3G3ZXytT,Mon Mar 19 07:20:37 +0000 2018,0.0,0.0,0.0,0.0
383,Fox News,.@POTUS to seek death penalty for some drug traffickers in plan to fight opioid crisis. https://t.co/4yuGmZLxcq https://t.co/pjMEAcWDZV,Mon Mar 19 07:18:00 +0000 2018,-0.9274,0.511,0.0,0.0
384,Fox News,'Fieri's Follicles' lets you name a strand of Guy Fieri's hair after someone https://t.co/XPXmJIY4gz,Mon Mar 19 07:13:00 +0000 2018,0.0,0.0,0.0,0.0
385,Fox News,".@OliverNorthFNC on Russia probe: ""We the people are supposed to decide who governs us. And the Congress of the U.S… https://t.co/IgaGsdXUnw",Mon Mar 19 07:08:00 +0000 2018,0.0,0.0,0.0,0.0
386,Fox News,Zinke defends 'konnichiwa' comment to Japanese-American lawmaker https://t.co/Delbnbug78,Mon Mar 19 07:02:54 +0000 2018,0.0,0.0,0.0,0.0
387,Fox News,".@AriFleischer on Russia probe: ""Partisanship is a part of the land today."" https://t.co/swL8gMrPvt",Mon Mar 19 06:58:00 +0000 2018,0.0,0.0,0.0,0.0
388,Fox News,Same-sex couple accuses Texas newspaper of discrimination after obit was altered https://t.co/f9qAt1ohah,Mon Mar 19 06:53:00 +0000 2018,-0.34,0.179,0.0,0.0
389,Fox News,"""We are working under the belief that they are connected.""

Austin Police Chief Brian Manley spoke in a news confer… https://t.co/lpSm6Y8knZ",Mon Mar 19 06:51:39 +0000 2018,0.0,0.0,0.0,0.0
390,Fox News,".@amychua: ""We must teach our children that this is a special country. That's what holds us together."" https://t.co/7iqBG8TuJI",Mon Mar 19 06:48:00 +0000 2018,0.4019,0.0,0.144,0.144
391,Fox News,What to expect from Putin and a resurgent Russia https://t.co/pBAm0NLaqk,Mon Mar 19 06:43:00 +0000 2018,0.0,0.0,0.0,0.0
392,Fox News,".@newtgingrich: ""We rely as a country on the rule of law... We have as a country an obligation to root out the canc… https://t.co/fCh9odKxqR",Mon Mar 19 06:37:00 +0000 2018,0.0,0.0,0.0,0.0
393,Fox News,Democratic New York lawmaker to introduce bill to protect pets flying on airplanes https://t.co/MDUYboE4pD,Mon Mar 19 06:32:00 +0000 2018,0.3818,0.0,0.167,0.167
394,Fox News,".@AmbJohnBolton: ""I don't think we should necessarily confine our retaliation to cyber space either."" https://t.co/Rsp0UdsTqS",Mon Mar 19 06:27:00 +0000 2018,0.0,0.0,0.0,0.0
395,Fox News,Police dogs and their handlers deploy at the scene of an explosion that left two people with non-life threatening i… https://t.co/rfIauQhdPC,Mon Mar 19 06:22:00 +0000 2018,-0.5267,0.145,0.0,0.0
396,Fox News,".@AriFleischer on Russia probe: ""Independent counsel is no longer the law of the land as opposed to special counsel… https://t.co/1lt1Zej2mp",Mon Mar 19 06:17:00 +0000 2018,0.128,0.096,0.118,0.118
397,Fox News,".@JudgeJeanine: ""One of the things I learned in life is never worry that someone else is getting a better deal than… https://t.co/lhAUo2MBPa",Mon Mar 19 06:12:00 +0000 2018,0.6492,0.0,0.228,0.228
398,Fox News,"Bob Bennett: ""There's a real difference between independent counsels and special counsels. I do think we need a spe… https://t.co/Jisx3fUywv",Mon Mar 19 06:07:00 +0000 2018,0.4019,0.0,0.144,0.144
399,Fox News,"Mississippi boy, 9, fatally shoots teen sister in head over video game controller, police say https://t.co/lYP5Zzedgd",Mon Mar 19 06:02:00 +0000 2018,-0.6369,0.219,0.0,0.0
400,CNN,"RT @CNNPolitics: Trump announces an anti-opioid commercial campaign directed at children: “It’s the least expensive thing we can do, where…",Mon Mar 19 19:05:19 +0000 2018,0.0,0.0,0.0,0.0
401,CNN,"Expect more trouble from Putin after the election, says CNN's National Security Analyst | @CNNOpinion… https://t.co/2GQ3lphWNX",Mon Mar 19 19:04:42 +0000 2018,-0.1513,0.163,0.13,0.13
402,CNN,"President Trump: ""I'm repeating my call on Congress to block funds for sanctuary cities and to close the deadly loo… https://t.co/sRwiXeqrBU",Mon Mar 19 19:03:19 +0000 2018,-0.4404,0.127,0.0,0.0
403,CNN,"President Trump: The Southern US border must be secured; ""The second part of our initiative is to reduce the supply… https://t.co/dMoENUJP5U",Mon Mar 19 18:59:51 +0000 2018,0.4019,0.0,0.119,0.119
404,CNN,"President Trump: ""We can have all the blue-ribbon committees we want, but if we don't get tough on the drug dealers… https://t.co/wry6l9yIi9",Mon Mar 19 18:52:41 +0000 2018,0.1791,0.0,0.119,0.119
405,CNN,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/UAUsJaRrtM,Mon Mar 19 18:50:06 +0000 2018,0.0,0.0,0.0,0.0
406,CNN,"President Trump speaks at a New Hampshire event. https://t.co/MEQA7aPK8y

Watch CNN: https://t.co/UYpqI3w42L 

Watc… https://t.co/LeVAA7Xsd5",Mon Mar 19 18:40:49 +0000 2018,0.0,0.0,0.0,0.0
407,CNN,Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: “I do more tha… https://t.co/WwH4iyXH7L,Mon Mar 19 18:40:04 +0000 2018,0.1027,0.1,0.117,0.117
408,CNN,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/b5Y2IsH4LH,Mon Mar 19 18:35:08 +0000 2018,0.25,0.0,0.111,0.111
409,CNN,President Trump and Melania Trump are making remarks in New Hampshire on combatting the opioid crisis. Watch on Fac… https://t.co/A4oFKR403E,Mon Mar 19 18:34:44 +0000 2018,-0.6249,0.177,0.0,0.0
410,CNN,What you need to know about Facebook's data debacle https://t.co/6qgcwcQMNO https://t.co/JiIf44mBHU,Mon Mar 19 18:30:04 +0000 2018,0.0,0.0,0.0,0.0
411,CNN,"Mark Zuckerberg's net worth dropped $5 billion following news that data firm Cambridge Analytica, which had ties to… https://t.co/9AD7ms4uAi",Mon Mar 19 18:20:05 +0000 2018,0.2263,0.0,0.095,0.095
